segment_text,main_category,subcategory,combined_category,word_count,token_count,start_position,end_position,original_sentence,token_ids,segment_id
"Fece varie ipotesi, parlò di autocolonne che forse sarebbero passate e forse no; e intanto mi osservava, sdraiato a terra, il casco poggiato sulla fronte.",UNLABELLED,UNLABELLED,UNLABELLED,25,30,5803,5957,"Fece varie ipotesi, parlò di autocolonne che forse sarebbero passate e forse no; e intanto mi osservava, sdraiato a terra, il casco poggiato sulla fronte.","['67-1', '67-2', '67-3', '67-4', '67-5', '67-6', '67-7', '67-8', '67-9', '67-10', '67-11', '67-12', '67-13', '67-14', '67-15', '67-16', '67-17', '67-18', '67-19', '67-20', '67-21', '67-22', '67-23', '67-24', '67-25', '67-26', '67-27', '67-28', '67-29', '67-30']",73
"« Se vado su, dove trovo i primi autocarri ? »",UNLABELLED,UNLABELLED,UNLABELLED,8,12,5961,6004,"«Se vado su, dove trovo i primi autocarri?»","['68-1', '68-2', '68-3', '68-4', '68-5', '68-6', '68-7', '68-8', '68-9', '68-10', '68-11', '68-12']",74
"« C ’ è un comando a dodici chilometri, proprio sul ciglio » disse il carabiniere e sbadigliò lungamente.",UNLABELLED,UNLABELLED,UNLABELLED,16,21,6008,6109,"«C’è un comando a dodici chilometri, proprio sul ciglio» disse il carabiniere e sbadigliò lungamente.","['69-1', '69-2', '69-3', '69-4', '69-5', '69-6', '69-7', '69-8', '69-9', '69-10', '69-11', '69-12', '69-13', '69-14', '69-15', '69-16', '69-17', '69-18', '69-19', '69-20', '69-21']",75
"Dodici chilometri sarebbero state tre ore di marcia, se il caldo non le avesse portate a quattro.",UNLABELLED,UNLABELLED,UNLABELLED,17,19,6110,6207,"Dodici chilometri sarebbero state tre ore di marcia, se il caldo non le avesse portate a quattro.","['70-1', '70-2', '70-3', '70-4', '70-5', '70-6', '70-7', '70-8', '70-9', '70-10', '70-11', '70-12', '70-13', '70-14', '70-15', '70-16', '70-17', '70-18', '70-19']",76
Ed era il momento peggiore per iniziare un ’ impresa di quel genere: ma dovevo decidermi.,UNLABELLED,UNLABELLED,UNLABELLED,15,18,6208,6295,Ed era il momento peggiore per iniziare un’impresa di quel genere: ma dovevo decidermi.,"['71-1', '71-2', '71-3', '71-4', '71-5', '71-6', '71-7', '71-8', '71-9', '71-10', '71-11', '71-12', '71-13', '71-14', '71-15', '71-16', '71-17', '71-18']",77
"« Secondo voi, quanto ci metterò ? »",UNLABELLED,UNLABELLED,UNLABELLED,5,9,6296,6329,"«Secondo voi, quanto ci metterò?»","['72-1', '72-2', '72-3', '72-4', '72-5', '72-6', '72-7', '72-8', '72-9']",78
"Dalle prime risposte capii la inutilità della mia domanda, ma l ’ avevo posta perché mi ripugnava andarmene e stavo cercando pretesti.",UNLABELLED,UNLABELLED,UNLABELLED,21,24,6333,6465,"Dalle prime risposte capii la inutilità della mia domanda, ma l’avevo posta perché mi ripugnava andarmene e stavo cercando pretesti.","['73-1', '73-2', '73-3', '73-4', '73-5', '73-6', '73-7', '73-8', '73-9', '73-10', '73-11', '73-12', '73-13', '73-14', '73-15', '73-16', '73-17', '73-18', '73-19', '73-20', '73-21', '73-22', '73-23', '73-24']",79
"Gli operai si insultavano scherzosamente, in dialetto, cavando anche in questa occasione argomenti regionalistici.",Conqueror,UNLABELLED,Conqueror,14,17,6466,6580,"Gli operai si insultavano scherzosamente, in dialetto, cavando anche in questa occasione argomenti regionalistici.","['74-1', '74-2', '74-3', '74-4', '74-5', '74-6', '74-7', '74-8', '74-9', '74-10', '74-11', '74-12', '74-13', '74-14', '74-15', '74-16', '74-17']",80
"Si accusavano di scarso senso delle distanze (avevano trovato anche loro un pretesto, ma per divertirsi), e infine si accordarono: ci avrei messo quattro ore.",UNLABELLED,UNLABELLED,UNLABELLED,25,31,6581,6739,"Si accusavano di scarso senso delle distanze (avevano trovato anche loro un pretesto, ma per divertirsi), e infine si accordarono: ci avrei messo quattro ore.","['75-1', '75-2', '75-3', '75-4', '75-5', '75-6', '75-7', '75-8', '75-9', '75-10', '75-11', '75-12', '75-13', '75-14', '75-15', '75-16', '75-17', '75-18', '75-19', '75-20', '75-21', '75-22', '75-23', '75-24', '75-25', '75-26', '75-27', '75-28', '75-29', '75-30', '75-31']",81
"« Se cammina svelto, fa presto » disse una voce dietro le mie spalle.",UNLABELLED,UNLABELLED,UNLABELLED,12,16,6743,6810,"«Se cammina svelto, fa presto» disse una voce dietro le mie spalle.","['76-1', '76-2', '76-3', '76-4', '76-5', '76-6', '76-7', '76-8', '76-9', '76-10', '76-11', '76-12', '76-13', '76-14', '76-15', '76-16']",82
"Guardai chi aveva parlato, era un giovane biondo.",UNLABELLED,UNLABELLED,UNLABELLED,8,10,6811,6860,"Guardai chi aveva parlato, era un giovane biondo.","['77-1', '77-2', '77-3', '77-4', '77-5', '77-6', '77-7', '77-8', '77-9', '77-10']",83
"Piuttosto timido, quando lo guardai si impappinò a ripetermi la sua opinione, che non voleva essere affatto ironica.",Conqueror,UNLABELLED,Conqueror,18,21,6861,6977,"Piuttosto timido, quando lo guardai si impappinò a ripetermi la sua opinione, che non voleva essere affatto ironica.","['78-1', '78-2', '78-3', '78-4', '78-5', '78-6', '78-7', '78-8', '78-9', '78-10', '78-11', '78-12', '78-13', '78-14', '78-15', '78-16', '78-17', '78-18', '78-19', '78-20', '78-21']",84
"Lungo la discesa, le compresse contro il mal di denti m ’ avevano tolto ogni appetito.",UNLABELLED,UNLABELLED,UNLABELLED,15,18,6978,7062,"Lungo la discesa, le compresse contro il mal di denti m’avevano tolto ogni appetito.","['79-1', '79-2', '79-3', '79-4', '79-5', '79-6', '79-7', '79-8', '79-9', '79-10', '79-11', '79-12', '79-13', '79-14', '79-15', '79-16', '79-17', '79-18']",85
Il caldo laggiù era insopportabile.,UNLABELLED,UNLABELLED,UNLABELLED,5,6,7063,7098,Il caldo laggiù era insopportabile.,"['80-1', '80-2', '80-3', '80-4', '80-5', '80-6']",86
"Affrontai la prima salita, ma non m ’ ero allontanato di cento passi che mi sentii chiamare: l ’ operaio biondo correva alla mia volta e, quando mi fu a poca distanza, disse: « Se prende la scorciatoia, risparmia metà tempo ».",UNLABELLED,UNLABELLED,UNLABELLED,38,49,7099,7319,"Affrontai la prima salita, ma non m’ero allontanato di cento passi che mi sentii chiamare: l’operaio biondo correva alla mia volta e, quando mi fu a poca distanza, disse: «Se prende la scorciatoia, risparmia metà tempo».","['81-1', '81-2', '81-3', '81-4', '81-5', '81-6', '81-7', '81-8', '81-9', '81-10', '81-11', '81-12', '81-13', '81-14', '81-15', '81-16', '81-17', '81-18', '81-19', '81-20', '81-21', '81-22', '81-23', '81-24', '81-25', '81-26', '81-27', '81-28', '81-29', '81-30', '81-31', '81-32', '81-33', '81-34', '81-35', '81-36', '81-37', '81-38', '81-39', '81-40', '81-41', '81-42', '81-43', '81-44', '81-45', '81-46', '81-47', '81-48', '81-49']",87
"Restò fermo a guardarmi, aspettando che gli chiedessi dov ’ era la scorciatoia.",Conqueror,UNLABELLED,Conqueror,12,15,7320,7397,"Restò fermo a guardarmi, aspettando che gli chiedessi dov’era la scorciatoia.","['82-1', '82-2', '82-3', '82-4', '82-5', '82-6', '82-7', '82-8', '82-9', '82-10', '82-11', '82-12', '82-13', '82-14', '82-15']",88
Dove l ’ avevo già visto quel giovane ?,UNLABELLED,UNLABELLED,UNLABELLED,7,9,7401,7437,Dove l’avevo già visto quel giovane?,"['83-1', '83-2', '83-3', '83-4', '83-5', '83-6', '83-7', '83-8', '83-9']",89
"Aveva una di quelle facce gentili da operaio, che si sono viste almeno una volta, forse affacciandosi dal finestrino di un treno.",Description,Soldier,Description_Soldier,22,25,7438,7567,"Aveva una di quelle facce gentili da operaio, che si sono viste almeno una volta, forse affacciandosi dal finestrino di un treno.","['84-1', '84-2', '84-3', '84-4', '84-5', '84-6', '84-7', '84-8', '84-9', '84-10', '84-11', '84-12', '84-13', '84-14', '84-15', '84-16', '84-17', '84-18', '84-19', '84-20', '84-21', '84-22', '84-23', '84-24', '84-25']",90
O prestavo alla sua singolare bellezza più credito di quanto non convenisse ?,UNLABELLED,UNLABELLED,UNLABELLED,12,13,7568,7644,O prestavo alla sua singolare bellezza più credito di quanto non convenisse?,"['85-1', '85-2', '85-3', '85-4', '85-5', '85-6', '85-7', '85-8', '85-9', '85-10', '85-11', '85-12', '85-13']",91
"Spesso ho ripensato a quel giovane (doveva avere un ’ anima da servizievole cameriere), ma vorrei dissipare ogni dubbio sull ’ importanza della sua presenza in questa storia.",Narrator,Knowledge,Narrator_Knowledge,26,32,7645,7815,"Spesso ho ripensato a quel giovane (doveva avere un’anima da servizievole cameriere), ma vorrei dissipare ogni dubbio sull’importanza della sua presenza in questa storia.","['86-1', '86-2', '86-3', '86-4', '86-5', '86-6', '86-7', '86-8', '86-9', '86-10', '86-11', '86-12', '86-13', '86-14', '86-15', '86-16', '86-17', '86-18', '86-19', '86-20', '86-21', '86-22', '86-23', '86-24', '86-25', '86-26', '86-27', '86-28', '86-29', '86-30', '86-31', '86-32']",92
Era soltanto un operaio desideroso di essermi utile e di indicarmi una buona scorciatoia.,Narrator,Knowledge,Narrator_Knowledge,14,15,7816,7905,Era soltanto un operaio desideroso di essermi utile e di indicarmi una buona scorciatoia.,"['87-1', '87-2', '87-3', '87-4', '87-5', '87-6', '87-7', '87-8', '87-9', '87-10', '87-11', '87-12', '87-13', '87-14', '87-15']",93
"Il Cielo mi guardi dall ’ insinuare il sospetto che egli sia più di una semplice comparsa, e che al suo intervento si debba quanto mi seguì.",Narrator,Indexicals,Narrator_Indexicals,26,29,7906,8044,"Il Cielo mi guardi dall’insinuare il sospetto che egli sia più di una semplice comparsa, e che al suo intervento si debba quanto mi seguì.","['88-1', '88-2', '88-3', '88-4', '88-5', '88-6', '88-7', '88-8', '88-9', '88-10', '88-11', '88-12', '88-13', '88-14', '88-15', '88-16', '88-17', '88-18', '88-19', '88-20', '88-21', '88-22', '88-23', '88-24', '88-25', '88-26', '88-27', '88-28', '88-29']",94
"Dopo due minuti arrivammo al bivio, dovevamo separarci.",UNLABELLED,UNLABELLED,UNLABELLED,8,10,8048,8103,"Dopo due minuti arrivammo al bivio, dovevamo separarci.","['89-1', '89-2', '89-3', '89-4', '89-5', '89-6', '89-7', '89-8', '89-9', '89-10']",95
"Gli offrii una sigaretta, ma l ’ accese male, soffiando come fa chi non sa fumare.",UNLABELLED,UNLABELLED,UNLABELLED,15,19,8104,8184,"Gli offrii una sigaretta, ma l’accese male, soffiando come fa chi non sa fumare.","['90-1', '90-2', '90-3', '90-4', '90-5', '90-6', '90-7', '90-8', '90-9', '90-10', '90-11', '90-12', '90-13', '90-14', '90-15', '90-16', '90-17', '90-18', '90-19']",96
Aveva accettato per timidezza e ora mi guardava con due occhi di inferiore premiato.,Conqueror,UNLABELLED,Conqueror,14,15,8185,8269,Aveva accettato per timidezza e ora mi guardava con due occhi di inferiore premiato.,"['91-1', '91-2', '91-3', '91-4', '91-5', '91-6', '91-7', '91-8', '91-9', '91-10', '91-11', '91-12', '91-13', '91-14', '91-15']",97
« Non potrà sbagliare » disse quasi per sdebitarsi.,UNLABELLED,UNLABELLED,UNLABELLED,7,10,8270,8319,«Non potrà sbagliare» disse quasi per sdebitarsi.,"['92-1', '92-2', '92-3', '92-4', '92-5', '92-6', '92-7', '92-8', '92-9', '92-10']",98
"E aggiunse un ’ osservazione scherzosa che aveva indubbiamente sentita da altri; si vergognava a riferirla, ma si decise: « Segua sempre il puzzo dei muli morti ».",Conqueror,UNLABELLED,Conqueror,25,32,8320,8479,"E aggiunse un’osservazione scherzosa che aveva indubbiamente sentita da altri; si vergognava a riferirla, ma si decise: «Segua sempre il puzzo dei muli morti».","['93-1', '93-2', '93-3', '93-4', '93-5', '93-6', '93-7', '93-8', '93-9', '93-10', '93-11', '93-12', '93-13', '93-14', '93-15', '93-16', '93-17', '93-18', '93-19', '93-20', '93-21', '93-22', '93-23', '93-24', '93-25', '93-26', '93-27', '93-28', '93-29', '93-30', '93-31', '93-32']",99
"« Lo so, grazie. »",UNLABELLED,UNLABELLED,UNLABELLED,3,7,8483,8499,"«Lo so, grazie.»","['94-1', '94-2', '94-3', '94-4', '94-5', '94-6', '94-7']",100
"C ’ era stata una moria tra i muli della Sussistenza e tutti i sentieri dell ’ Africa puzzavano ormai di muli morti, di resti di muli divorati dagli animali notturni, di teschi che ridevano e brulicavano di vermi.",Description,Landscape,Description_Landscape,37,42,8500,8709,"C’era stata una moria tra i muli della Sussistenza e tutti i sentieri dell’Africa puzzavano ormai di muli morti, di resti di muli divorati dagli animali notturni, di teschi che ridevano e brulicavano di vermi.","['95-1', '95-2', '95-3', '95-4', '95-5', '95-6', '95-7', '95-8', '95-9', '95-10', '95-11', '95-12', '95-13', '95-14', '95-15', '95-16', '95-17', '95-18', '95-19', '95-20', '95-21', '95-22', '95-23', '95-24', '95-25', '95-26', '95-27', '95-28', '95-29', '95-30', '95-31', '95-32', '95-33', '95-34', '95-35', '95-36', '95-37', '95-38', '95-39', '95-40', '95-41', '95-42']",101
"« Allora, buona fortuna, signor tenente » e l ’ operaio si allontanò correndo.",UNLABELLED,UNLABELLED,UNLABELLED,11,17,8713,8787,"«Allora, buona fortuna, signor tenente» e l’operaio si allontanò correndo.","['96-1', '96-2', '96-3', '96-4', '96-5', '96-6', '96-7', '96-8', '96-9', '96-10', '96-11', '96-12', '96-13', '96-14', '96-15', '96-16', '96-17']",102
Quest ’ augurio finì col precipitarmi nel malumore: voglio dire che mi parve esagerato invocare l ’ aiuto della fortuna in quell ’ occasione.,UNLABELLED,UNLABELLED,UNLABELLED,21,26,8788,8923,Quest’augurio finì col precipitarmi nel malumore: voglio dire che mi parve esagerato invocare l’aiuto della fortuna in quell’occasione.,"['97-1', '97-2', '97-3', '97-4', '97-5', '97-6', '97-7', '97-8', '97-9', '97-10', '97-11', '97-12', '97-13', '97-14', '97-15', '97-16', '97-17', '97-18', '97-19', '97-20', '97-21', '97-22', '97-23', '97-24', '97-25', '97-26']",103
"Non andavo in battaglia, né avrei traversato le Alpi.",UNLABELLED,UNLABELLED,UNLABELLED,9,11,8924,8977,"Non andavo in battaglia, né avrei traversato le Alpi.","['98-1', '98-2', '98-3', '98-4', '98-5', '98-6', '98-7', '98-8', '98-9', '98-10', '98-11']",104
"Dovevo soltanto seguire una scorciatoia e arrivare in cima, sul ciglio dell ’ altopiano.",UNLABELLED,UNLABELLED,UNLABELLED,13,16,8978,9064,"Dovevo soltanto seguire una scorciatoia e arrivare in cima, sul ciglio dell’altopiano.","['99-1', '99-2', '99-3', '99-4', '99-5', '99-6', '99-7', '99-8', '99-9', '99-10', '99-11', '99-12', '99-13', '99-14', '99-15', '99-16']",105
"Dovevo soltanto trovare un camion e la sera stessa avrei tagliato le pagine di un libro in un letto, il primo letto dopo diciotto mesi.",UNLABELLED,UNLABELLED,UNLABELLED,25,27,9065,9200,"Dovevo soltanto trovare un camion e la sera stessa avrei tagliato le pagine di un libro in un letto, il primo letto dopo diciotto mesi.","['100-1', '100-2', '100-3', '100-4', '100-5', '100-6', '100-7', '100-8', '100-9', '100-10', '100-11', '100-12', '100-13', '100-14', '100-15', '100-16', '100-17', '100-18', '100-19', '100-20', '100-21', '100-22', '100-23', '100-24', '100-25', '100-26', '100-27']",106
"Pure, dopo che l ’ operaio m ’ ebbe gettato il suo augurio, come si getta una sfida, fui tentato di tornare indietro.",UNLABELLED,UNLABELLED,UNLABELLED,21,27,9204,9317,"Pure, dopo che l’operaio m’ebbe gettato il suo augurio, come si getta una sfida, fui tentato di tornare indietro.","['101-1', '101-2', '101-3', '101-4', '101-5', '101-6', '101-7', '101-8', '101-9', '101-10', '101-11', '101-12', '101-13', '101-14', '101-15', '101-16', '101-17', '101-18', '101-19', '101-20', '101-21', '101-22', '101-23', '101-24', '101-25', '101-26', '101-27']",107
"Per scongiuro toccai il legno di una pianta; ma le piante di quella boscaglia erano di cartapesta, veri fondi di magazzino dell ’ Universo.",Description,Landscape,Description_Landscape,23,27,9318,9455,"Per scongiuro toccai il legno di una pianta; ma le piante di quella boscaglia erano di cartapesta, veri fondi di magazzino dell’Universo.","['102-1', '102-2', '102-3', '102-4', '102-5', '102-6', '102-7', '102-8', '102-9', '102-10', '102-11', '102-12', '102-13', '102-14', '102-15', '102-16', '102-17', '102-18', '102-19', '102-20', '102-21', '102-22', '102-23', '102-24', '102-25', '102-26', '102-27']",108
« Soltanto un trovarobe senza scrupoli può averle messe in queste terre fuori mano » dissi.,UNLABELLED,UNLABELLED,UNLABELLED,14,17,9456,9545,«Soltanto un trovarobe senza scrupoli può averle messe in queste terre fuori mano» dissi.,"['103-1', '103-2', '103-3', '103-4', '103-5', '103-6', '103-7', '103-8', '103-9', '103-10', '103-11', '103-12', '103-13', '103-14', '103-15', '103-16', '103-17']",109
E a passo deciso imboccai la scorciatoia.,UNLABELLED,UNLABELLED,UNLABELLED,7,8,9546,9587,Camminavo forse da un’ora quando vidi il camaleonte.,"['104-1', '104-2', '104-3', '104-4', '104-5', '104-6', '104-7', '104-8']",110
2,Metadata,UNLABELLED,Metadata,1,1,9593,9594,Camminavo forse da un’ora quando vidi il camaleonte.,['104-9'],111
Camminavo forse da un ’ ora quando vidi il camaleonte.,UNLABELLED,UNLABELLED,UNLABELLED,9,11,9598,9650,Camminavo forse da un’ora quando vidi il camaleonte.,"['104-10', '104-11', '104-12', '104-13', '104-14', '104-15', '104-16', '104-17', '104-18', '104-19', '104-20']",112
Brava bestiola.,UNLABELLED,UNLABELLED,UNLABELLED,2,3,9651,9666,Brava bestiola.,"['105-1', '105-2', '105-3']",113
Stava attraversando il sentiero con la cautela di un ladro che cammina sul cornicione dell ’ albergo preferito.,Description,Landscape,Description_Landscape,17,19,9667,9776,Stava attraversando il sentiero con la cautela di un ladro che cammina sul cornicione dell’albergo preferito.,"['106-1', '106-2', '106-3', '106-4', '106-5', '106-6', '106-7', '106-8', '106-9', '106-10', '106-11', '106-12', '106-13', '106-14', '106-15', '106-16', '106-17', '106-18', '106-19']",114
"Calmo, onestamente spaventato da quell ’ Africa piena di insidie, metteva una zampetta dietro l ’ altra con delicatezza.",Description,Landscape,Description_Landscape,17,22,9777,9893,"Calmo, onestamente spaventato da quell’Africa piena di insidie, metteva una zampetta dietro l’altra con delicatezza.","['107-1', '107-2', '107-3', '107-4', '107-5', '107-6', '107-7', '107-8', '107-9', '107-10', '107-11', '107-12', '107-13', '107-14', '107-15', '107-16', '107-17', '107-18', '107-19', '107-20', '107-21', '107-22']",115
La vista delle mie scarpe non poteva turbarlo più di quanto già fosse e mettergli altri dubbi sulla necessità di proseguire.,UNLABELLED,UNLABELLED,UNLABELLED,21,22,9894,10018,La vista delle mie scarpe non poteva turbarlo più di quanto già fosse e mettergli altri dubbi sulla necessità di proseguire.,"['108-1', '108-2', '108-3', '108-4', '108-5', '108-6', '108-7', '108-8', '108-9', '108-10', '108-11', '108-12', '108-13', '108-14', '108-15', '108-16', '108-17', '108-18', '108-19', '108-20', '108-21', '108-22']",116
"Dopo averle scrutate a lungo, incerto se montarvi sopra o no, volse le terga.",UNLABELLED,UNLABELLED,UNLABELLED,14,17,10019,10096,"Dopo averle scrutate a lungo, incerto se montarvi sopra o no, volse le terga.","['109-1', '109-2', '109-3', '109-4', '109-5', '109-6', '109-7', '109-8', '109-9', '109-10', '109-11', '109-12', '109-13', '109-14', '109-15', '109-16', '109-17']",117
