segment_text,main_category,subcategory,combined_category,word_count,token_count,start_position,end_position,original_sentence,token_ids,segment_id,pos_tags,lemmas,pos_counts,pos_distribution,dominant_pos,lexical_diversity,function_content_ratio,total_tokens
Quello spostamento aveva riacceso le speranze dei più pessimisti e ora tutti si incoraggiavano con grida che rimbalzavano da tenda a tenda.,Conqueror,UNLABELLED,Conqueror,22,23,144410,144549,Quello spostamento aveva riacceso le speranze dei più pessimisti e ora tutti si incoraggiavano con grida che rimbalzavano da tenda a tenda.,"['1556-1', '1556-2', '1556-3', '1556-4', '1556-5', '1556-6', '1556-7', '1556-8', '1556-9', '1556-10', '1556-11', '1556-12', '1556-13', '1556-14', '1556-15', '1556-16', '1556-17', '1556-18', '1556-19', '1556-20', '1556-21', '1556-22', '1556-23']",1633,"['DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADV', 'ADJ', 'CCONJ', 'ADV', 'PRON', 'PRON', 'VERB', 'ADP', 'NOUN', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['quello', 'spostamento', 'avere', 'riaccidere', 'il', 'speranza', 'di', 'il', 'più', 'pessimista', 'e', 'ora', 'tutto', 'si', 'incoraggiare', 'con', 'gridare', 'che', 'rimbalzare', 'da', 'tenda', 'a', 'tenda', '.']","{'DET': 3, 'NOUN': 5, 'AUX': 1, 'VERB': 3, 'ADP': 4, 'ADV': 2, 'ADJ': 1, 'CCONJ': 1, 'PRON': 3, 'PUNCT': 1}","{'DET': 0.125, 'NOUN': 0.20833333333333334, 'AUX': 0.041666666666666664, 'VERB': 0.125, 'ADP': 0.16666666666666666, 'ADV': 0.08333333333333333, 'ADJ': 0.041666666666666664, 'CCONJ': 0.041666666666666664, 'PRON': 0.125, 'PUNCT': 0.041666666666666664}",NOUN,0.9166666666666666,1.0909090909090908,24
"Ogni soldato sapeva almeno i segreti di un altro ed era quella una magnifica occasione per accennarvi, facendo proprie le gioie altrui, partecipando in ispirito ai futuri fidanzamenti, alle future nozze.",Conqueror,UNLABELLED,Conqueror,31,35,144550,144753,"Ogni soldato sapeva almeno i segreti di un altro ed era quella una magnifica occasione per accennarvi, facendo proprie le gioie altrui, partecipando in ispirito ai futuri fidanzamenti, alle future nozze.","['1557-1', '1557-2', '1557-3', '1557-4', '1557-5', '1557-6', '1557-7', '1557-8', '1557-9', '1557-10', '1557-11', '1557-12', '1557-13', '1557-14', '1557-15', '1557-16', '1557-17', '1557-18', '1557-19', '1557-20', '1557-21', '1557-22', '1557-23', '1557-24', '1557-25', '1557-26', '1557-27', '1557-28', '1557-29', '1557-30', '1557-31', '1557-32', '1557-33', '1557-34', '1557-35']",1634,"['DET', 'NOUN', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'PRON', 'CCONJ', 'AUX', 'PRON', 'DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'PRON', 'PUNCT', 'VERB', 'DET', 'DET', 'NOUN', 'DET', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['ogni', 'soldato', 'sapere', 'almeno', 'il', 'segreto', 'di', 'uno', 'altro', 'e', 'essere', 'quello', 'uno', 'magnifico', 'occasione', 'per', 'accennare', 'vi', ',', 'fare', 'proprio', 'il', 'gioia', 'altrui', ',', 'partecipare', 'in', 'ispirito', 'a', 'il', 'futuro', 'fidanzamento', ',', 'a', 'il', 'futuro', 'nozze', '.']","{'DET': 9, 'NOUN': 7, 'VERB': 4, 'ADV': 1, 'ADP': 5, 'PRON': 3, 'CCONJ': 1, 'AUX': 1, 'ADJ': 3, 'PUNCT': 4}","{'DET': 0.23684210526315788, 'NOUN': 0.18421052631578946, 'VERB': 0.10526315789473684, 'ADV': 0.02631578947368421, 'ADP': 0.13157894736842105, 'PRON': 0.07894736842105263, 'CCONJ': 0.02631578947368421, 'AUX': 0.02631578947368421, 'ADJ': 0.07894736842105263, 'PUNCT': 0.10526315789473684}",DET,0.7894736842105263,1.2666666666666666,38
"Si sarebbero rivisti tutti, una volta in Italia, e l ’ amicizia nata sotto la tenda avrebbe tinto di rosa i ricordi più foschi e fatto apparire a distanza di pochi anni tutto lieto e piacevole, anche le marce di dieci giorni, anche la sete e la stanchezza, anche il caldo e la paura.",Conqueror,UNLABELLED,Conqueror,53,60,144754,145035,"Si sarebbero rivisti tutti, una volta in Italia, e l’amicizia nata sotto la tenda avrebbe tinto di rosa i ricordi più foschi e fatto apparire a distanza di pochi anni tutto lieto e piacevole, anche le marce di dieci giorni, anche la sete e la stanchezza, anche il caldo e la paura.","['1558-1', '1558-2', '1558-3', '1558-4', '1558-5', '1558-6', '1558-7', '1558-8', '1558-9', '1558-10', '1558-11', '1558-12', '1558-13', '1558-14', '1558-15', '1558-16', '1558-17', '1558-18', '1558-19', '1558-20', '1558-21', '1558-22', '1558-23', '1558-24', '1558-25', '1558-26', '1558-27', '1558-28', '1558-29', '1558-30', '1558-31', '1558-32', '1558-33', '1558-34', '1558-35', '1558-36', '1558-37', '1558-38', '1558-39', '1558-40', '1558-41', '1558-42', '1558-43', '1558-44', '1558-45', '1558-46', '1558-47', '1558-48', '1558-49', '1558-50', '1558-51', '1558-52', '1558-53', '1558-54', '1558-55', '1558-56', '1558-57', '1558-58', '1558-59', '1558-60']",1635,"['PRON', 'AUX', 'VERB', 'PRON', 'PUNCT', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'CCONJ', 'DET', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADV', 'ADJ', 'CCONJ', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADV', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'ADV', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT', 'ADV', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT']","['si', 'essere', 'rivedere', 'tutto', ',', 'uno', 'volta', 'in', 'Italia', ',', 'e', 'lo', '’', 'amicizia', 'nascere', 'sotto', 'il', 'tenda', 'avere', 'tingere', 'di', 'rosa', 'il', 'ricordo', 'più', 'fosco', 'e', 'fare', 'apparire', 'a', 'distanza', 'di', 'poco', 'anno', 'tutto', 'lieto', 'e', 'piacevole', ',', 'anche', 'il', 'marcia', 'di', 'dieci', 'giorno', ',', 'anche', 'il', 'sete', 'e', 'il', 'stanchezza', ',', 'anche', 'il', 'caldo', 'e', 'il', 'paura', '.']","{'PRON': 3, 'AUX': 2, 'VERB': 5, 'PUNCT': 7, 'DET': 10, 'NOUN': 13, 'ADP': 6, 'PROPN': 1, 'CCONJ': 5, 'ADV': 4, 'ADJ': 3, 'NUM': 1}","{'PRON': 0.05, 'AUX': 0.03333333333333333, 'VERB': 0.08333333333333333, 'PUNCT': 0.11666666666666667, 'DET': 0.16666666666666666, 'NOUN': 0.21666666666666667, 'ADP': 0.1, 'PROPN': 0.016666666666666666, 'CCONJ': 0.08333333333333333, 'ADV': 0.06666666666666667, 'ADJ': 0.05, 'NUM': 0.016666666666666666}",NOUN,0.6833333333333333,1.0,60
"E ognuno meditava un futuro ritardo, quando sarebbe stato il proprio turno.",Conqueror,UNLABELLED,Conqueror,12,14,146817,146892,"E ognuno meditava un futuro ritardo, quando sarebbe stato il proprio turno.","['1586-1', '1586-2', '1586-3', '1586-4', '1586-5', '1586-6', '1586-7', '1586-8', '1586-9', '1586-10', '1586-11', '1586-12', '1586-13', '1586-14']",1663,"['CCONJ', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'SCONJ', 'AUX', 'AUX', 'DET', 'DET', 'NOUN', 'PUNCT']","['e', 'ognuno', 'meditare', 'uno', 'futuro', 'ritardo', ',', 'quando', 'essere', 'essere', 'il', 'proprio', 'turno', '.']","{'CCONJ': 1, 'PRON': 1, 'VERB': 1, 'DET': 3, 'ADJ': 1, 'NOUN': 2, 'PUNCT': 2, 'SCONJ': 1, 'AUX': 2}","{'CCONJ': 0.07142857142857142, 'PRON': 0.07142857142857142, 'VERB': 0.07142857142857142, 'DET': 0.21428571428571427, 'ADJ': 0.07142857142857142, 'NOUN': 0.14285714285714285, 'PUNCT': 0.14285714285714285, 'SCONJ': 0.07142857142857142, 'AUX': 0.14285714285714285}",DET,0.9285714285714286,2.0,14
Il mio precedente infrangeva gloriosamente la regola.,Conqueror,UNLABELLED,Conqueror,7,8,146893,146946,Il mio precedente infrangeva gloriosamente la regola.,"['1587-1', '1587-2', '1587-3', '1587-4', '1587-5', '1587-6', '1587-7', '1587-8']",1664,"['DET', 'DET', 'NOUN', 'VERB', 'ADV', 'DET', 'NOUN', 'PUNCT']","['il', 'mio', 'precedente', 'infrangere', 'gloriosamente', 'il', 'regola', '.']","{'DET': 3, 'NOUN': 2, 'VERB': 1, 'ADV': 1, 'PUNCT': 1}","{'DET': 0.375, 'NOUN': 0.25, 'VERB': 0.125, 'ADV': 0.125, 'PUNCT': 0.125}",DET,0.875,0.75,8
Voleva significare che il capitano non faceva affidamento su di me e si rivolgeva anche al sergente per vedere eseguiti i suoi ordini.,Conqueror,UNLABELLED,Conqueror,23,24,148456,148590,Voleva significare che il capitano non faceva affidamento su di me e si rivolgeva anche al sergente per vedere eseguiti i suoi ordini.,"['1608-1', '1608-2', '1608-3', '1608-4', '1608-5', '1608-6', '1608-7', '1608-8', '1608-9', '1608-10', '1608-11', '1608-12', '1608-13', '1608-14', '1608-15', '1608-16', '1608-17', '1608-18', '1608-19', '1608-20', '1608-21', '1608-22', '1608-23', '1608-24']",1686,"['AUX', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADV', 'VERB', 'NOUN', 'ADP', 'ADP', 'PRON', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'VERB', 'DET', 'DET', 'NOUN', 'PUNCT']","['volere', 'significare', 'che', 'il', 'capitano', 'non', 'fare', 'affidamento', 'su', 'di', 'me', 'e', 'si', 'rivolgere', 'anche', 'a', 'il', 'sergente', 'per', 'vedere', 'eseguire', 'il', 'suo', 'ordine', '.']","{'AUX': 1, 'VERB': 5, 'SCONJ': 1, 'DET': 4, 'NOUN': 4, 'ADV': 2, 'ADP': 4, 'PRON': 2, 'CCONJ': 1, 'PUNCT': 1}","{'AUX': 0.04, 'VERB': 0.2, 'SCONJ': 0.04, 'DET': 0.16, 'NOUN': 0.16, 'ADV': 0.08, 'ADP': 0.16, 'PRON': 0.08, 'CCONJ': 0.04, 'PUNCT': 0.04}",VERB,0.92,1.1818181818181819,25
"Il sergente si sarebbe fatto uccidere piuttosto che rinunciare a quella che lui considerava un ’ azione di guerra: voleva essere promosso, ed era già fiero che il capitano l ’ avesse onorato della sua fiducia.",Conqueror,UNLABELLED,Conqueror,34,39,148940,149145,"Il sergente si sarebbe fatto uccidere piuttosto che rinunciare a quella che lui considerava un’azione di guerra: voleva essere promosso, ed era già fiero che il capitano l’avesse onorato della sua fiducia.","['1611-1', '1611-2', '1611-3', '1611-4', '1611-5', '1611-6', '1611-7', '1611-8', '1611-9', '1611-10', '1611-11', '1611-12', '1611-13', '1611-14', '1611-15', '1611-16', '1611-17', '1611-18', '1611-19', '1611-20', '1611-21', '1611-22', '1611-23', '1611-24', '1611-25', '1611-26', '1611-27', '1611-28', '1611-29', '1611-30', '1611-31', '1611-32', '1611-33', '1611-34', '1611-35', '1611-36', '1611-37', '1611-38', '1611-39']",1689,"['DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'VERB', 'ADV', 'SCONJ', 'VERB', 'ADP', 'PRON', 'PRON', 'PRON', 'VERB', 'DET', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'AUX', 'AUX', 'VERB', 'PUNCT', 'CCONJ', 'AUX', 'ADV', 'ADJ', 'SCONJ', 'DET', 'NOUN', 'PRON', 'PUNCT', 'AUX', 'VERB', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT']","['il', 'sergente', 'si', 'essere', 'fare', 'uccidere', 'piuttosto', 'che', 'rinunciare', 'a', 'quello', 'che', 'lui', 'considerare', 'uno', '’', 'azione', 'di', 'guerra', ':', 'volere', 'essere', 'promuovere', ',', 'e', 'essere', 'già', 'fiero', 'che', 'il', 'capitano', 'lo', '’', 'avere', 'onorare', 'di', 'il', 'suo', 'fiducia', '.']","{'DET': 5, 'NOUN': 5, 'PRON': 5, 'AUX': 5, 'VERB': 6, 'ADV': 2, 'SCONJ': 2, 'ADP': 3, 'PUNCT': 5, 'CCONJ': 1, 'ADJ': 1}","{'DET': 0.125, 'NOUN': 0.125, 'PRON': 0.125, 'AUX': 0.125, 'VERB': 0.15, 'ADV': 0.05, 'SCONJ': 0.05, 'ADP': 0.075, 'PUNCT': 0.125, 'CCONJ': 0.025, 'ADJ': 0.025}",VERB,0.8,1.5,40
"Avrei potuto dirgli: « Io non vengo »; sarebbe stato felice di comandare il plotone, avrebbe fatto miracoli, ma appunto perciò la cosa si sarebbe risaputa.",Conqueror,UNLABELLED,Conqueror,24,31,149146,149299,"Avrei potuto dirgli: «Io non vengo»; sarebbe stato felice di comandare il plotone, avrebbe fatto miracoli, ma appunto perciò la cosa si sarebbe risaputa.","['1612-1', '1612-2', '1612-3', '1612-4', '1612-5', '1612-6', '1612-7', '1612-8', '1612-9', '1612-10', '1612-11', '1612-12', '1612-13', '1612-14', '1612-15', '1612-16', '1612-17', '1612-18', '1612-19', '1612-20', '1612-21', '1612-22', '1612-23', '1612-24', '1612-25', '1612-26', '1612-27', '1612-28', '1612-29', '1612-30', '1612-31']",1690,"['AUX', 'AUX', 'VERB', 'PUNCT', 'PUNCT', 'PRON', 'ADV', 'VERB', 'PUNCT', 'PUNCT', 'AUX', 'AUX', 'ADJ', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'SCONJ', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'PUNCT']","['avere', 'potere', 'dire', ':', '«', 'io', 'non', 'venire', '»', ';', 'essere', 'essere', 'felice', 'di', 'comandare', 'il', 'plotone', ',', 'avere', 'fare', 'miracolo', ',', 'ma', 'appunto', 'perciò', 'il', 'cosa', 'si', 'essere', 'risapotare', '.']","{'AUX': 6, 'VERB': 5, 'PUNCT': 7, 'PRON': 2, 'ADV': 2, 'ADJ': 1, 'ADP': 1, 'DET': 2, 'NOUN': 3, 'CCONJ': 1, 'SCONJ': 1}","{'AUX': 0.1935483870967742, 'VERB': 0.16129032258064516, 'PUNCT': 0.22580645161290322, 'PRON': 0.06451612903225806, 'ADV': 0.06451612903225806, 'ADJ': 0.03225806451612903, 'ADP': 0.03225806451612903, 'DET': 0.06451612903225806, 'NOUN': 0.0967741935483871, 'CCONJ': 0.03225806451612903, 'SCONJ': 0.03225806451612903}",PUNCT,0.8387096774193549,1.1818181818181819,31
"E i soldati tacquero a malincuore, perché il soldato protesta cantando e si solleva così di tutte le sue sciagure, e cantando non pensa al ritorno.",Conqueror,UNLABELLED,Conqueror,26,29,151795,151942,"E i soldati tacquero a malincuore, perché il soldato protesta cantando e si solleva così di tutte le sue sciagure, e cantando non pensa al ritorno.","['1642-1', '1642-2', '1642-3', '1642-4', '1642-5', '1642-6', '1642-7', '1642-8', '1642-9', '1642-10', '1642-11', '1642-12', '1642-13', '1642-14', '1642-15', '1642-16', '1642-17', '1642-18', '1642-19', '1642-20', '1642-21', '1642-22', '1642-23', '1642-24', '1642-25', '1642-26', '1642-27', '1642-28', '1642-29']",1720,"['CCONJ', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'VERB', 'VERB', 'CCONJ', 'PRON', 'VERB', 'ADV', 'ADP', 'DET', 'DET', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['e', 'il', 'soldato', 'tacquare', 'a', 'malincuore', ',', 'perché', 'il', 'soldato', 'protestare', 'cantare', 'e', 'si', 'sollevare', 'così', 'di', 'tutto', 'il', 'suo', 'sciagura', ',', 'e', 'cantare', 'non', 'pensare', 'a', 'il', 'ritorno', '.']","{'CCONJ': 3, 'DET': 6, 'NOUN': 5, 'VERB': 6, 'ADP': 3, 'PUNCT': 3, 'SCONJ': 1, 'PRON': 1, 'ADV': 2}","{'CCONJ': 0.1, 'DET': 0.2, 'NOUN': 0.16666666666666666, 'VERB': 0.2, 'ADP': 0.1, 'PUNCT': 0.1, 'SCONJ': 0.03333333333333333, 'PRON': 0.03333333333333333, 'ADV': 0.06666666666666667}",DET,0.7,1.0769230769230769,30
"Era l ’ altro adolescente, quello che s ’ attardava nelle sue danze e volteggiava qua e là, talmente felice di vivere, anche in una boscaglia vicino al fiume, senza cinema e senza bar.",Indigenous,UNLABELLED,Indigenous,32,39,153349,153529,"Era l’altro adolescente, quello che s’attardava nelle sue danze e volteggiava qua e là, talmente felice di vivere, anche in una boscaglia vicino al fiume, senza cinema e senza bar.","['1667-1', '1667-2', '1667-3', '1667-4', '1667-5', '1667-6', '1667-7', '1667-8', '1667-9', '1667-10', '1667-11', '1667-12', '1667-13', '1667-14', '1667-15', '1667-16', '1667-17', '1667-18', '1667-19', '1667-20', '1667-21', '1667-22', '1667-23', '1667-24', '1667-25', '1667-26', '1667-27', '1667-28', '1667-29', '1667-30', '1667-31', '1667-32', '1667-33', '1667-34', '1667-35', '1667-36', '1667-37', '1667-38', '1667-39']",1745,"['AUX', 'DET', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'PRON', 'PUNCT', 'VERB', 'ADP', 'DET', 'DET', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'CCONJ', 'ADV', 'PUNCT', 'ADV', 'ADJ', 'ADP', 'VERB', 'PUNCT', 'ADV', 'ADP', 'DET', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT']","['essere', 'lo', '’', 'altro', 'adolescente', ',', 'quello', 'che', 's', '’', 'attardare', 'in', 'il', 'suo', 'danza', 'e', 'volteggiare', 'qua', 'e', 'là', ',', 'talmente', 'felice', 'di', 'vivere', ',', 'anche', 'in', 'uno', 'boscaglia', 'vicino', 'a', 'il', 'fiume', ',', 'senza', 'cinema', 'e', 'senza', 'bar', '.']","{'AUX': 1, 'DET': 5, 'PUNCT': 7, 'ADJ': 2, 'NOUN': 6, 'PRON': 3, 'VERB': 3, 'ADP': 6, 'CCONJ': 3, 'ADV': 5}","{'AUX': 0.024390243902439025, 'DET': 0.12195121951219512, 'PUNCT': 0.17073170731707318, 'ADJ': 0.04878048780487805, 'NOUN': 0.14634146341463414, 'PRON': 0.07317073170731707, 'VERB': 0.07317073170731707, 'ADP': 0.14634146341463414, 'CCONJ': 0.07317073170731707, 'ADV': 0.12195121951219512}",PUNCT,0.7804878048780488,1.125,41
Il soldato al suo paese faceva il contrabbandiere e ora profittava di quest ’ occasione per giudicarci.,Conqueror,UNLABELLED,Conqueror,16,18,154957,155058,Il soldato al suo paese faceva il contrabbandiere e ora profittava di quest’occasione per giudicarci.,"['1685-1', '1685-2', '1685-3', '1685-4', '1685-5', '1685-6', '1685-7', '1685-8', '1685-9', '1685-10', '1685-11', '1685-12', '1685-13', '1685-14', '1685-15', '1685-16', '1685-17', '1685-18']",1763,"['DET', 'NOUN', 'ADP', 'DET', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'ADP', 'DET', 'PUNCT', 'NOUN', 'ADP', 'VERB', 'PRON', 'PUNCT']","['il', 'soldato', 'a', 'il', 'suo', 'paese', 'fare', 'il', 'contrabbandiere', 'e', 'ora', 'profittare', 'di', 'quest', '’', 'occasione', 'per', 'giudicare', 'ci', '.']","{'DET': 5, 'NOUN': 4, 'ADP': 3, 'VERB': 3, 'CCONJ': 1, 'ADV': 1, 'PUNCT': 2, 'PRON': 1}","{'DET': 0.25, 'NOUN': 0.2, 'ADP': 0.15, 'VERB': 0.15, 'CCONJ': 0.05, 'ADV': 0.05, 'PUNCT': 0.1, 'PRON': 0.05}",DET,0.9,1.25,20
"Più volte ripeté la frase e intanto mi sbirciava, aspettando un aiuto, la parola definitiva, oppure soltanto per rammentarmi che sarebbe stato quello il mio dovere; e che si vedeva costretto a sostituirmi.",Conqueror,UNLABELLED,Conqueror,33,38,155141,155346,"Più volte ripeté la frase e intanto mi sbirciava, aspettando un aiuto, la parola definitiva, oppure soltanto per rammentarmi che sarebbe stato quello il mio dovere; e che si vedeva costretto a sostituirmi.","['1689-1', '1689-2', '1689-3', '1689-4', '1689-5', '1689-6', '1689-7', '1689-8', '1689-9', '1689-10', '1689-11', '1689-12', '1689-13', '1689-14', '1689-15', '1689-16', '1689-17', '1689-18', '1689-19', '1689-20', '1689-21', '1689-22', '1689-23', '1689-24', '1689-25', '1689-26', '1689-27', '1689-28', '1689-29', '1689-30', '1689-31', '1689-32', '1689-33', '1689-34', '1689-35', '1689-36', '1689-37', '1689-38']",1767,"['ADV', 'NOUN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'ADV', 'PRON', 'VERB', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'ADP', 'VERB', 'PRON', 'SCONJ', 'AUX', 'AUX', 'PRON', 'DET', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'SCONJ', 'PRON', 'VERB', 'VERB', 'ADP', 'VERB', 'PRON', 'PUNCT']","['più', 'volta', 'ripetere', 'il', 'frase', 'e', 'intanto', 'mi', 'sbirciare', ',', 'aspettare', 'uno', 'aiuto', ',', 'il', 'parola', 'definitivo', ',', 'oppure', 'soltanto', 'per', 'rammentare', 'mi', 'che', 'essere', 'essere', 'quello', 'il', 'mio', 'dovere', ';', 'e', 'che', 'si', 'vedere', 'costringere', 'a', 'sostituire', 'mi', '.']","{'ADV': 3, 'NOUN': 5, 'VERB': 7, 'DET': 5, 'CCONJ': 3, 'PRON': 5, 'PUNCT': 5, 'ADJ': 1, 'ADP': 2, 'SCONJ': 2, 'AUX': 2}","{'ADV': 0.075, 'NOUN': 0.125, 'VERB': 0.175, 'DET': 0.125, 'CCONJ': 0.075, 'PRON': 0.125, 'PUNCT': 0.125, 'ADJ': 0.025, 'ADP': 0.05, 'SCONJ': 0.05, 'AUX': 0.05}",VERB,0.775,1.1875,40
Era un curioso uomo il sergente: s ’ era modellato sul regolamento di disciplina e parlava ora citandone la lettera ora esprimendone in poche parole lo spirito.,Description,Soldier,Description_Soldier,26,29,155347,155505,Era un curioso uomo il sergente: s’era modellato sul regolamento di disciplina e parlava ora citandone la lettera ora esprimendone in poche parole lo spirito.,"['1690-1', '1690-2', '1690-3', '1690-4', '1690-5', '1690-6', '1690-7', '1690-8', '1690-9', '1690-10', '1690-11', '1690-12', '1690-13', '1690-14', '1690-15', '1690-16', '1690-17', '1690-18', '1690-19', '1690-20', '1690-21', '1690-22', '1690-23', '1690-24', '1690-25', '1690-26', '1690-27', '1690-28', '1690-29']",1768,"['AUX', 'DET', 'ADJ', 'NOUN', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'DET', 'NOUN', 'PUNCT']","['essere', 'uno', 'curioso', 'uomo', 'il', 'sergente', ':', 's', '’', 'essere', 'modellare', 'su', 'il', 'regolamento', 'di', 'disciplina', 'e', 'parlare', 'ora', 'citandonere', 'il', 'lettera', 'ora', 'esprimere', 'in', 'poco', 'parola', 'il', 'spirito', '.']","{'AUX': 2, 'DET': 6, 'ADJ': 1, 'NOUN': 7, 'PUNCT': 3, 'PROPN': 1, 'VERB': 4, 'ADP': 3, 'CCONJ': 1, 'ADV': 2}","{'AUX': 0.06666666666666667, 'DET': 0.2, 'ADJ': 0.03333333333333333, 'NOUN': 0.23333333333333334, 'PUNCT': 0.1, 'PROPN': 0.03333333333333333, 'VERB': 0.13333333333333333, 'ADP': 0.1, 'CCONJ': 0.03333333333333333, 'ADV': 0.06666666666666667}",NOUN,0.8333333333333334,0.8,30
"Si concedeva pochi aggettivi, quelli approvati dalla stampa e dalla consuetudine militare",Description,Soldier,Description_Soldier,12,13,155506,155595,"Si concedeva pochi aggettivi, quelli approvati dalla stampa e dalla consuetudine militare.","['1691-1', '1691-2', '1691-3', '1691-4', '1691-5', '1691-6', '1691-7', '1691-8', '1691-9', '1691-10', '1691-11', '1691-12', '1691-13']",1769,"['PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADJ']","['si', 'concedere', 'poco', 'aggettivo', ',', 'quello', 'approvare', 'da', 'il', 'stampa', 'e', 'da', 'il', 'consuetudine', 'militare']","{'PRON': 2, 'VERB': 2, 'DET': 3, 'NOUN': 3, 'PUNCT': 1, 'ADP': 2, 'CCONJ': 1, 'ADJ': 1}","{'PRON': 0.13333333333333333, 'VERB': 0.13333333333333333, 'DET': 0.2, 'NOUN': 0.2, 'PUNCT': 0.06666666666666667, 'ADP': 0.13333333333333333, 'CCONJ': 0.06666666666666667, 'ADJ': 0.06666666666666667}",DET,0.8666666666666667,1.3333333333333333,15
